dataset,line_id_orig,timestamp,time_delta,node,component,level,content,event_id,event_template,risk_score,severity_label,severity_code
BGL,369,21-06-2005 18:16,28,R20-M1-N8-C:J04-U11,KERNEL,INFO,generating core.783,E67,generating core.<*>,0.1,Normal,0
HDFS,750,10-11-2008 15:00,25,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_8285441926344578159 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,1762,11-11-2008 08:06,9,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 0 for block blk_-7587189852169913514 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
BGL,2371,01-09-2005 05:30,54,R25-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio344 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,2135,10-11-2008 08:10,10,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.90.239:50010:Got exception while serving blk_-8679916835272129336 to /10.250.15.198:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,166,14-06-2005 00:36,9553,R10-M1-N5-C:J15-U11,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt,0.9,Risk,2
HDFS,2103,09-11-2008 22:20,492,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,772,10-11-2008 15:16,2,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_2618566506268332756 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,2304,21-11-2005 22:56,548,R66-M1-N8-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41587, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
HDFS,1432,11-11-2008 04:59,29,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_-8838632285969241889 src: /10.251.43.21:35844 dest: /10.251.43.21:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,2114,11-11-2008 01:12,1594,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2054,10-11-2008 08:16,0,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.17.225:50010:Got exception while serving blk_-5935642747315643391 to /10.251.199.150:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2344,13-12-2005 17:53,44,R44-M0-N4-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:56170, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
HDFS,1011,10-11-2008 22:09,2,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-1263913006422225885 file /mnt/hadoop/dfs/data/current/subdir2/blk_-1263913006422225885,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,2448,06-10-2005 11:24,90421,R56-M0-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,752,10-07-2005 03:56,9297,R17-M0-NF-C:J13-U11,KERNEL,INFO,1365301360 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,0.1,Normal,0
BGL,2439,16-10-2005 22:24,47842,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,684,10-11-2008 12:59,456,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2043,09-11-2008 21:49,234,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1930,01-12-2005 22:06,16422,R47-M1-N4-C:J17-U11,KERNEL,INFO,"CE sym 27, at 0x00284720, mask 0x11",E18,"CE sym <*>, at <*>, mask <*>",0.1,Normal,0
BGL,2298,15-11-2005 02:25,20,R46-M1-NF-C:J11-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
HDFS,2077,11-11-2008 01:44,592,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2412,21-06-2005 02:04,10055,R12-M1-NC-I:J18-U11,APP,FATAL,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,E23,ciod: Error creating node map from file <*>: No child processes,0.9,Risk,2
HDFS,2116,09-11-2008 21:40,38,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2257,26-11-2005 22:41,36286,R33-M1-N4-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47189, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
BGL,1279,23-08-2005 11:54,56907,R50-M1-N0-I:J18-U11,APP,FATAL,ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,E37,ciod: LOGIN chdir(<*>) failed: No such file or directory,0.1,Normal,0
BGL,2463,02-09-2005 20:52,1931,R04-M0-NC-I:J18-U11,KERNEL,FATAL,Lustre mount FAILED : bglio75 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,1445,11-11-2008 05:10,175,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_-3622135859810774312 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,2129,10-11-2008 03:03,790,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2195,10-11-2008 08:27,4,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.198.33:50010:Got exception while serving blk_-8495670552887053546 to /10.250.10.223:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,99,09-11-2008 22:40,104,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,100,09-11-2008 22:42,100,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2087,10-11-2008 19:33,852,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.39.179:50010:Got exception while serving blk_-8558281124275910849 to /10.251.30.134:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,384,24-06-2005 15:09,53769,R03-M0-NB-C:J10-U11,KERNEL,INFO,"CE sym 12, at 0x1b786f60, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>",0.1,Normal,0
BGL,1378,01-09-2005 05:30,50,R25-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio344 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,1144,11-11-2008 02:30,0,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of 10.251.38.214:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,0.05,Normal,0
BGL,2435,03-09-2005 14:58,8752,R55-M1-NC-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio736 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,1726,10-11-2005 00:25,22,R63-M0-N5-C:J05-U11,KERNEL,INFO,iar 00106448 dear 0246db5c,E70,iar <*> dear <*>,0.1,Normal,0
HDFS,155,10-11-2008 00:02,6,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 0 for block blk_-6500549130351529113 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,2027,11-11-2008 01:44,625,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2345,13-09-2005 16:02,43044,R30-M0-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio388 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,672,10-11-2008 12:34,52,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,2421,02-09-2005 20:24,2721,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,1918,11-11-2008 09:32,102,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 1 for block blk_-3967261531426400230 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
BGL,2286,04-06-2005 07:24,4,R27-M1-N4-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
HDFS,128,09-11-2008 23:46,10,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,1335,28-08-2005 09:11,108,R75-M1-N8-C:J13-U11,KERNEL,INFO,155918940 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,0.1,Normal,0
BGL,2390,16-10-2005 22:24,49250,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,875,14-07-2005 02:30,47,R20-M1-NB-C:J15-U01,KERNEL,INFO,generating core.2600,E67,generating core.<*>,0.1,Normal,0
HDFS,2001,10-11-2008 12:59,6,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1337,11-11-2008 04:24,29,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_-2313277713021896570 src: /10.251.123.195:58823 dest: /10.251.123.195:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
BGL,2237,12-09-2005 15:31,3,R53-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,713,09-07-2005 20:14,70,R24-M1-N1-C:J14-U01,KERNEL,INFO,generating core.40344,E67,generating core.<*>,0.1,Normal,0
BGL,424,25-06-2005 18:51,13,R27-M1-NF-C:J10-U11,KERNEL,INFO,generating core.42553,E67,generating core.<*>,0.1,Normal,0
BGL,104,12-06-2005 00:32,165263,R30-M0-N9-C:J16-U01,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt,0.9,Risk,2
BGL,823,11-07-2005 21:03,4126,R01-M0-N1-C:J09-U11,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,0.9,Risk,2
HDFS,1558,11-11-2008 06:48,56,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 0 for block blk_8254500345987409515 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
BGL,2361,16-06-2005 21:55,48366,R32-M1-N8-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
BGL,772,10-07-2005 04:15,54,R13-M0-N0-C:J12-U01,KERNEL,INFO,generating core.5861,E67,generating core.<*>,0.1,Normal,0
HDFS,560,10-11-2008 11:16,3,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,1076,23-07-2005 15:34,51,R16-M1-N5-C:J15-U01,KERNEL,INFO,generating core.9136,E67,generating core.<*>,0.1,Normal,0
BGL,2356,21-11-2005 21:41,27,R22-M0-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
BGL,1502,16-10-2005 22:24,44564,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2428,01-09-2005 05:29,81107,R42-M1-NC-I:J18-U11,KERNEL,FATAL,Lustre mount FAILED : bglio559 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,1309,11-11-2008 04:07,30,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_5570475465835003801 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,2093,09-11-2008 22:00,175,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2051,10-11-2008 09:16,61,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.70.211:50010:Got exception while serving blk_424255210146453297 to /10.251.203.179:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,18,09-11-2008 20:51,61,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1318,26-08-2005 19:27,8,R66-M1-ND-C:J09-U11,KERNEL,INFO,iar 003a9260 dear 012979b8,E70,iar <*> dear <*>,0.1,Normal,0
HDFS,2009,09-11-2008 21:45,4,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1572,03-11-2005 23:15,41,R67-M1-N8-C:J10-U11,KERNEL,INFO,iar 00106228 dear 0244c27c,E70,iar <*> dear <*>,0.1,Normal,0
BGL,2320,11-07-2005 21:03,4682,R01-M0-N1-C:J09-U11,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,0.9,Risk,2
HDFS,923,10-11-2008 21:22,9,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
HDFS,390,10-11-2008 10:30,1,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.delete: blk_6324712740029479576 is added to invalidSet of 10.251.30.6:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,0.05,Normal,0
HDFS,581,10-11-2008 11:27,5,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,1480,06-10-2005 11:24,87493,R56-M0-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,1387,11-11-2008 04:45,0,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_-3922743468150895472 of size 67108864 from /10.251.39.179,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,283,14-06-2005 18:00,34,R26-M0-N6-C:J14-U11,KERNEL,FATAL,icache prefetch depth....................0,E71,icache prefetch depth....................<*>,0.1,Normal,0
BGL,1975,13-12-2005 17:53,43,R44-M0-N4-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:56170, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
BGL,881,14-07-2005 02:36,34,R01-M0-NC-C:J12-U01,KERNEL,INFO,generating core.5381,E67,generating core.<*>,0.1,Normal,0
HDFS,692,10-11-2008 13:19,104,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2069,10-11-2008 13:56,7,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,85,09-11-2008 21:52,83,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,544,02-07-2005 00:50,2097,R33-M1-NE-C:J11-U01,KERNEL,INFO,458720 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,0.1,Normal,0
BGL,1512,20-10-2005 15:03,86069,R62-M0-N8-I:J18-U01,APP,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error",0.1,Normal,0
HDFS,800,10-11-2008 19:33,799,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.39.179:50010:Got exception while serving blk_-8558281124275910849 to /10.251.30.134:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2188,10-11-2008 19:20,327,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2338,11-07-2005 21:03,4405,R01-M0-N1-C:J09-U11,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,0.9,Risk,2
BGL,2388,11-07-2005 21:03,4684,R01-M0-N1-C:J09-U11,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,0.9,Risk,2
HDFS,296,10-11-2008 03:03,897,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2218,09-11-2008 21:40,30,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2017,10-11-2008 13:39,84,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1434,11-11-2008 04:59,7,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7985144765168396303 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,859,10-11-2008 21:04,5,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_-3734839878416656496 of size 67108864 from /10.251.66.102,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,2352,10-10-2005 19:00,114152,R05-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2316,02-09-2005 20:24,2464,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,599,10-11-2008 11:43,7,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,646,10-11-2008 12:17,0,UNKNOWN,dfs.DataBlockScanner,INFO,Verification succeeded for blk_1649162819905816843,E14,Verification succeeded for blk_<*>,0.05,Normal,0
BGL,608,07-07-2005 21:46,12,R05-M0-N8-C:J06-U11,KERNEL,INFO,generating core.1998,E67,generating core.<*>,0.1,Normal,0
BGL,2284,21-11-2005 22:56,505,R66-M1-N8-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41587, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
BGL,400,25-06-2005 16:03,21,R25-M0-N6-C:J08-U11,KERNEL,INFO,generating core.16830,E67,generating core.<*>,0.1,Normal,0
HDFS,2194,09-11-2008 22:40,114,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,50,05-06-2005 17:01,1269,R36-M1-ND-C:J13-U01,KERNEL,INFO,generating core.6801,E67,generating core.<*>,0.1,Normal,0
HDFS,2074,11-11-2008 01:12,1433,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2433,21-11-2005 21:41,29,R22-M0-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
BGL,402,25-06-2005 16:06,114,R23-M1-N6-C:J14-U01,KERNEL,INFO,generating core.10140,E67,generating core.<*>,0.1,Normal,0
HDFS,2107,10-11-2008 03:03,883,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1229,11-11-2008 03:11,37,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_-7526023914950151999 src: /10.250.5.161:48457 dest: /10.250.5.161:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,2171,10-11-2008 13:25,312,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,92,09-11-2008 22:11,46,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1950,07-12-2005 00:04,21566,R01-M0-N0-C:J04-U01,KERNEL,INFO,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",E47,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",0.1,Normal,0
HDFS,350,10-11-2008 09:15,214,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.111.209:50010:Got exception while serving blk_7505828172725463922 to /10.251.111.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2128,09-11-2008 21:49,197,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1241,11-11-2008 03:19,49,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_566413670355737377 of size 67108864 from /10.251.122.79,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
